timestamp,machine_id,machine_type,vibration_mm_s,temperature_c,pressure_bar,spindle_current_a,acoustic_db,rpm,is_peak
2026-01-01 05:45:00,M01,cnc_lathe,1.8212,56.0466,7.9667,11.2039,67.0295,1463.991,0
2026-01-01 05:50:00,M01,cnc_lathe,1.7772,55.7144,7.8631,11.2204,65.8814,1454.8144,0
2026-01-01 05:55:00,M01,cnc_lathe,1.7594,55.689,8.0017,10.8901,67.0053,1449.5695,0
2026-01-01 06:00:00,M01,cnc_lathe,1.9386,55.7849,7.9494,11.0746,67.1394,1462.6021,0
2026-01-01 06:05:00,M01,cnc_lathe,1.8696,55.8682,7.7942,10.9101,66.5822,1464.4318,0
2026-01-01 06:10:00,M01,cnc_lathe,1.9538,55.4644,7.7908,11.0741,65.5312,1452.9589,0
2026-01-01 06:15:00,M01,cnc_lathe,1.806,55.8874,7.949,10.9836,67.2778,1462.2242,0
2026-01-01 06:20:00,M01,cnc_lathe,1.9311,55.0478,7.9354,11.4608,66.7689,1462.1668,0
2026-01-01 06:25:00,M01,cnc_lathe,2.055,55.3826,7.9485,11.2418,65.9375,1443.7112,0
2026-01-01 06:30:00,M01,cnc_lathe,1.9841,56.2233,7.9589,11.1564,66.1855,1452.8474,0
2026-01-01 06:35:00,M01,cnc_lathe,2.1824,55.3268,7.984,11.4682,65.2722,1462.6233,0
2026-01-01 06:40:00,M01,cnc_lathe,2.1101,55.686,8.0472,10.823,65.5502,1461.647,0
2026-01-01 06:45:00,M01,cnc_lathe,2.2604,55.1532,7.8885,10.88,65.8415,1448.496,0
2026-01-01 06:50:00,M01,cnc_lathe,2.3709,55.2626,7.8901,11.4656,67.0328,1458.1585,0
2026-01-01 06:55:00,M01,cnc_lathe,2.3674,54.979,7.9034,11.3398,65.6852,1464.2273,0
2026-01-01 07:00:00,M01,cnc_lathe,2.741,54.8804,8.0215,11.3965,66.546,1461.4144,0
2026-01-01 07:05:00,M01,cnc_lathe,2.7188,54.61,8.1059,11.0972,65.6913,1453.5789,0
2026-01-01 07:10:00,M01,cnc_lathe,2.9097,54.9782,7.9801,11.3712,66.2173,1449.7355,0
2026-01-01 07:15:00,M01,cnc_lathe,3.0932,54.4762,7.8231,11.7871,65.9256,1447.5785,0
2026-01-01 07:20:00,M01,cnc_lathe,3.1936,54.9559,7.8959,11.5588,66.6221,1455.4865,0
2026-01-01 07:25:00,M01,cnc_lathe,3.3219,55.0538,7.9749,11.4324,65.6284,1452.4333,0
2026-01-01 07:30:00,M01,cnc_lathe,3.2907,54.7555,8.0066,11.3122,64.8992,1455.0352,0
2026-01-01 07:35:00,M01,cnc_lathe,3.3113,54.4827,8.0283,11.3196,65.0354,1450.1825,0
2026-01-01 07:40:00,M01,cnc_lathe,3.4167,54.7,8.0741,10.9681,65.6386,1454.8062,0
2026-01-01 07:45:00,M01,cnc_lathe,3.2128,54.3939,8.0562,11.4379,65.1503,1448.1435,0
2026-01-01 07:50:00,M01,cnc_lathe,3.2687,54.793,8.1754,11.545,66.3309,1452.7982,0
2026-01-01 07:55:00,M01,cnc_lathe,3.2894,53.7909,8.0477,11.0474,65.7421,1452.6254,0
2026-01-01 08:00:00,M01,cnc_lathe,3.3224,54.2837,8.0431,11.2141,67.7601,1438.366,0
2026-01-01 08:05:00,M01,cnc_lathe,3.4987,53.6766,8.1608,11.0962,64.9164,1429.4868,0
2026-01-01 08:10:00,M01,cnc_lathe,3.253,53.8254,8.0099,11.1133,66.3155,1455.457,0
2026-01-01 08:15:00,M01,cnc_lathe,3.2667,54.8044,8.1741,11.2935,65.4284,1444.3278,0
2026-01-01 08:20:00,M01,cnc_lathe,3.439,54.6219,8.1612,10.8402,65.9226,1427.7336,0
2026-01-01 08:25:00,M01,cnc_lathe,3.0992,54.0415,8.151,11.3523,66.4217,1434.9243,0
2026-01-01 08:30:00,M01,cnc_lathe,3.1617,53.7555,8.2995,11.3508,64.7542,1446.0066,0
2026-01-01 08:35:00,M01,cnc_lathe,2.8018,53.2351,8.132,11.1188,66.6115,1436.8033,0
2026-01-01 08:40:00,M01,cnc_lathe,2.7964,54.0771,8.3557,10.6407,67.8457,1434.1667,0
2026-01-01 08:45:00,M01,cnc_lathe,2.5675,55.1125,8.1815,10.9042,66.2684,1448.7071,0
2026-01-01 08:50:00,M01,cnc_lathe,2.5419,54.4191,8.1057,11.316,66.8436,1428.3737,0
2026-01-01 08:55:00,M01,cnc_lathe,2.6042,54.0759,8.2214,10.4793,67.4588,1429.635,0
2026-01-01 09:00:00,M01,cnc_lathe,2.1098,54.4428,8.1372,10.9305,66.7097,1436.9965,0
2026-01-01 09:05:00,M01,cnc_lathe,2.3325,53.7454,8.1702,10.7291,66.504,1437.7321,0
2026-01-01 09:10:00,M01,cnc_lathe,2.2115,54.2028,8.2686,11.0915,65.407,1437.9011,0
2026-01-01 09:15:00,M01,cnc_lathe,2.0074,54.3602,8.2873,10.7614,67.5407,1440.5616,0
2026-01-01 09:20:00,M01,cnc_lathe,1.8143,54.3172,8.1985,10.944,67.1073,1434.2222,0
2026-01-01 09:25:00,M01,cnc_lathe,1.9921,54.6494,8.3322,10.944,66.5744,1435.9316,0
2026-01-01 09:30:00,M01,cnc_lathe,1.8686,54.522,8.35,11.1672,67.4706,1429.3477,0
2026-01-01 09:35:00,M01,cnc_lathe,1.9671,54.6672,8.376,10.73,67.0738,1431.3505,0
2026-01-01 09:40:00,M01,cnc_lathe,1.9375,54.2276,8.3065,10.8181,67.2143,1431.16,0
2026-01-01 09:45:00,M01,cnc_lathe,2.1943,54.8213,8.3756,10.4201,68.1115,1431.4954,0
2026-01-01 09:50:00,M01,cnc_lathe,1.9554,55.1188,8.1178,10.9317,66.8541,1435.4544,0
2026-01-01 09:55:00,M01,cnc_lathe,1.8917,54.2538,8.2439,10.5202,68.6284,1433.24,0
2026-01-01 10:00:00,M01,cnc_lathe,2.1414,54.3305,8.2004,10.5414,67.0216,1428.7031,0
2026-01-01 10:05:00,M01,cnc_lathe,2.2309,55.1594,8.2791,10.633,67.6408,1421.4533,0
2026-01-01 10:10:00,M01,cnc_lathe,2.4972,54.6786,8.2229,10.3115,69.5551,1428.0715,0
2026-01-01 10:15:00,M01,cnc_lathe,2.5242,55.2933,8.2538,10.6594,69.102,1426.9372,0
2026-01-01 10:20:00,M01,cnc_lathe,2.5657,54.7062,8.4155,10.7996,68.4841,1428.3659,0
2026-01-01 10:25:00,M01,cnc_lathe,2.8503,55.4322,8.2485,10.6601,67.8593,1444.1599,0
2026-01-01 10:30:00,M01,cnc_lathe,2.5737,55.0332,8.2917,10.2822,68.2475,1422.0334,0
2026-01-01 10:35:00,M01,cnc_lathe,2.7773,55.1443,8.2359,10.5768,68.768,1429.3468,0
2026-01-01 10:40:00,M01,cnc_lathe,2.8528,55.6706,8.2559,10.7545,68.8397,1434.2903,0
2026-01-01 10:45:00,M01,cnc_lathe,3.0466,55.0676,8.2451,10.238,68.8444,1426.3303,0
2026-01-01 10:50:00,M01,cnc_lathe,3.0042,54.9382,8.2746,10.4092,68.9784,1444.0826,0
2026-01-01 10:55:00,M01,cnc_lathe,3.4014,55.1859,8.3257,10.8128,68.9392,1422.219,0
2026-01-01 11:00:00,M01,cnc_lathe,3.3561,55.5783,8.3574,10.7076,68.1662,1427.7297,0
2026-01-01 11:05:00,M01,cnc_lathe,3.2382,54.9508,8.2431,10.7547,68.8971,1418.6705,0
2026-01-01 11:10:00,M01,cnc_lathe,3.3604,55.8024,8.2577,11.0655,69.9785,1422.203,0
2026-01-01 11:15:00,M01,cnc_lathe,3.597,55.4726,8.1103,10.8109,68.4564,1426.9915,0
2026-01-01 11:20:00,M01,cnc_lathe,3.6955,56.1461,8.1868,10.8745,69.3536,1431.7857,0
2026-01-01 11:25:00,M01,cnc_lathe,3.8713,54.9907,8.2602,11.3127,68.9805,1427.6137,0
2026-01-01 11:30:00,M01,cnc_lathe,3.993,55.6388,8.2451,10.7572,69.696,1435.2099,0
2026-01-01 11:35:00,M01,cnc_lathe,3.5849,55.4101,8.1833,10.6714,69.4053,1424.4836,0
2026-01-01 11:40:00,M01,cnc_lathe,3.3244,55.7983,8.2276,10.9488,70.7662,1422.7225,0
2026-01-01 11:45:00,M01,cnc_lathe,3.0877,56.2617,8.1861,10.9843,70.1366,1447.1782,0
2026-01-01 11:50:00,M01,cnc_lathe,3.3683,56.2004,8.2329,10.8252,68.9088,1428.8965,0
2026-01-01 11:55:00,M01,cnc_lathe,3.1147,56.2628,8.1499,10.7587,70.337,1420.2126,0
2026-01-01 12:00:00,M01,cnc_lathe,3.0728,56.3843,8.0881,11.462,69.3599,1420.6695,0
2026-01-01 12:05:00,M01,cnc_lathe,2.934,56.5997,8.1333,11.1002,69.528,1418.9662,0
2026-01-01 12:10:00,M01,cnc_lathe,2.8901,56.2639,7.8618,10.923,70.176,1434.313,0
2026-01-01 12:15:00,M01,cnc_lathe,2.9539,56.9523,8.1168,11.2867,69.6312,1424.2463,0
2026-01-01 12:20:00,M01,cnc_lathe,2.7003,57.0245,7.7843,11.115,70.614,1428.549,0
2026-01-01 12:25:00,M01,cnc_lathe,2.5384,57.0144,7.9285,11.1185,69.4551,1427.4182,0
2026-01-01 12:30:00,M01,cnc_lathe,2.2975,57.1607,8.0929,11.3125,69.5667,1434.2013,0
2026-01-01 12:35:00,M01,cnc_lathe,2.1001,57.155,8.0855,10.9711,69.5378,1422.0248,0
2026-01-01 12:40:00,M01,cnc_lathe,2.1869,57.8479,7.9452,11.3276,69.5931,1420.6695,0
2026-01-01 12:45:00,M01,cnc_lathe,2.1725,57.1883,7.9723,11.6654,70.7448,1431.569,0
2026-01-01 12:50:00,M01,cnc_lathe,2.3804,57.1932,8.1304,11.3997,70.3965,1435.1074,0
2026-01-01 12:55:00,M01,cnc_lathe,2.0848,57.1174,7.9739,11.2524,71.1288,1433.5091,0
2026-01-01 13:00:00,M01,cnc_lathe,2.1795,57.0987,8.1844,11.245,71.4895,1424.9457,0
2026-01-01 13:05:00,M01,cnc_lathe,1.9413,57.1016,7.9975,11.2805,69.1457,1437.4364,0
2026-01-01 13:10:00,M01,cnc_lathe,1.8405,57.3014,8.0235,11.3251,69.8764,1426.6827,0
2026-01-01 13:15:00,M01,cnc_lathe,1.8933,57.661,8.1138,11.3108,68.9587,1429.0994,0
2026-01-01 13:20:00,M01,cnc_lathe,1.9665,57.874,7.9892,11.5772,69.1877,1426.3787,0
2026-01-01 13:25:00,M01,cnc_lathe,2.4485,57.844,7.8932,11.0518,69.2363,1445.0177,0
2026-01-01 13:30:00,M01,cnc_lathe,2.0753,57.6249,7.9599,11.5724,68.878,1440.3727,0
2026-01-01 13:35:00,M01,cnc_lathe,2.4076,58.2722,7.9617,11.3225,68.818,1440.8601,0
2026-01-01 13:40:00,M01,cnc_lathe,2.2419,58.2777,7.8518,11.4693,69.3853,1446.7297,0
2026-01-01 13:45:00,M01,cnc_lathe,2.6226,58.0222,7.9376,11.161,68.5625,1460.0012,0
2026-01-01 13:50:00,M01,cnc_lathe,2.6539,57.906,7.8963,11.6416,69.9278,1424.5894,0
2026-01-01 13:55:00,M01,cnc_lathe,2.6913,58.3801,8.0279,11.6117,68.6162,1433.1337,0
2026-01-01 14:00:00,M01,cnc_lathe,2.8299,58.3046,7.9557,11.5383,71.1423,1434.9022,0
2026-01-01 14:05:00,M01,cnc_lathe,2.859,57.7798,7.9298,11.0247,68.7733,1433.8283,0
2026-01-01 14:10:00,M01,cnc_lathe,3.1427,58.3076,7.9441,11.4722,69.0504,1432.8288,0
2026-01-01 14:15:00,M01,cnc_lathe,3.1209,58.4647,7.9712,11.3638,68.0012,1439.8774,0
2026-01-01 14:20:00,M01,cnc_lathe,3.1108,58.0966,8.0041,10.9361,70.0077,1433.3762,0
2026-01-01 14:25:00,M01,cnc_lathe,3.1984,58.5131,7.8768,11.2246,69.5004,1446.6323,0
2026-01-01 14:30:00,M01,cnc_lathe,3.4994,57.9695,7.8761,11.2729,68.8259,1445.2158,0
2026-01-01 14:35:00,M01,cnc_lathe,3.7797,58.975,8.0509,11.2803,67.5749,1449.507,0
2026-01-01 14:40:00,M01,cnc_lathe,3.6207,58.9694,7.9333,11.1723,68.5633,1450.5825,0
2026-01-01 14:45:00,M01,cnc_lathe,3.6161,58.4662,7.8572,11.1618,67.5279,1452.2108,0
2026-01-01 14:50:00,M01,cnc_lathe,3.6966,58.7004,8.0109,11.3642,69.2327,1445.2688,0
2026-01-01 14:55:00,M01,cnc_lathe,3.8517,57.7448,8.0177,11.2801,68.6711,1466.0967,0
2026-01-01 15:00:00,M01,cnc_lathe,3.6728,58.1953,7.8639,10.4266,68.0668,1451.8754,0
2026-01-01 15:05:00,M01,cnc_lathe,3.5451,58.5055,8.0109,10.9016,66.1899,1435.9726,0
2026-01-01 15:10:00,M01,cnc_lathe,3.7228,58.2379,8.058,10.8976,67.1026,1443.7249,0
2026-01-01 15:15:00,M01,cnc_lathe,3.5558,58.8646,8.0361,10.5461,68.1686,1438.6892,0
2026-01-01 15:20:00,M01,cnc_lathe,3.6425,59.3117,8.0641,10.882,68.4332,1453.618,0
2026-01-01 15:25:00,M01,cnc_lathe,3.3481,58.1955,7.9088,11.0807,68.2588,1453.3668,0
2026-01-01 15:30:00,M01,cnc_lathe,3.0354,58.3056,8.0555,10.5827,66.2676,1451.4504,0
2026-01-01 15:35:00,M01,cnc_lathe,2.9046,58.6691,8.013,10.8378,67.4944,1472.1355,0
2026-01-01 15:40:00,M01,cnc_lathe,3.2429,59.1353,8.0069,10.5597,67.8974,1461.2828,0
2026-01-01 15:45:00,M01,cnc_lathe,3.1365,58.1252,8.1236,10.5828,65.9312,1463.5342,0
2026-01-01 15:50:00,M01,cnc_lathe,2.7338,58.6185,8.1809,10.9891,66.9945,1451.1019,0
2026-01-01 15:55:00,M01,cnc_lathe,2.5887,59.1441,8.2148,10.5638,67.1024,1451.372,0
2026-01-01 16:00:00,M01,cnc_lathe,2.7561,57.9007,8.1851,10.746,66.6139,1460.4629,0
2026-01-01 16:05:00,M01,cnc_lathe,2.2693,57.9997,8.0798,10.2632,65.4448,1462.3433,0
2026-01-01 16:10:00,M01,cnc_lathe,2.2097,58.2662,8.1254,10.9966,66.4338,1446.8863,0
2026-01-01 16:15:00,M01,cnc_lathe,2.361,58.1958,8.1671,10.7342,66.3567,1461.0575,0
2026-01-01 16:20:00,M01,cnc_lathe,2.14,58.6233,8.1238,10.5696,66.4101,1463.3606,0
2026-01-01 16:25:00,M01,cnc_lathe,2.1485,58.3817,8.1328,10.7166,66.0513,1462.2586,0
2026-01-01 16:30:00,M01,cnc_lathe,2.0915,57.6316,8.1963,10.318,66.0719,1458.1875,0
2026-01-01 16:35:00,M01,cnc_lathe,2.1509,58.3865,8.1333,10.838,66.2949,1461.0753,0
2026-01-01 16:40:00,M01,cnc_lathe,2.3134,57.9549,8.0872,10.5413,66.5777,1464.6548,0
2026-01-01 16:45:00,M01,cnc_lathe,2.1356,58.5518,8.1195,10.5728,66.0049,1467.4547,0
2026-01-01 16:50:00,M01,cnc_lathe,2.2559,57.8328,8.2101,10.5258,65.8862,1472.2048,0
2026-01-01 16:55:00,M01,cnc_lathe,1.9057,57.7743,8.166,10.5213,66.1975,1476.6303,0
2026-01-01 17:00:00,M01,cnc_lathe,2.2752,58.1294,8.1989,10.7925,64.7532,1466.2238,0
2026-01-01 17:05:00,M01,cnc_lathe,2.2394,58.1482,8.2307,10.7235,66.4021,1465.5019,0
2026-01-01 17:10:00,M01,cnc_lathe,2.2785,57.9775,8.152,10.8239,66.0433,1473.2015,0
2026-01-01 17:15:00,M01,cnc_lathe,2.4352,57.1689,8.247,10.7154,66.0524,1475.1122,0
2026-01-01 17:20:00,M01,cnc_lathe,2.6301,57.8839,8.2206,10.8455,66.6835,1467.2523,0
2026-01-01 17:25:00,M01,cnc_lathe,2.9362,57.2693,8.0949,10.6868,64.6358,1477.5244,0
2026-01-01 17:30:00,M01,cnc_lathe,2.721,57.6482,8.3118,11.2459,64.6183,1479.4873,0
2026-01-01 17:35:00,M01,cnc_lathe,3.0458,57.0013,8.1585,10.5174,66.1944,1482.4072,0
2026-01-01 17:40:00,M01,cnc_lathe,3.0872,57.5888,8.0676,11.1154,66.006,1486.6964,0
2026-01-01 17:45:00,M01,cnc_lathe,3.224,57.0826,8.1173,11.1701,66.1437,1465.9073,0
2026-01-01 17:50:00,M01,cnc_lathe,3.5291,56.848,8.1195,10.7601,65.7202,1473.2908,0
2026-01-01 17:55:00,M01,cnc_lathe,3.5549,57.4784,8.2049,11.411,66.5332,1473.5825,0
2026-01-01 18:00:00,M01,cnc_lathe,3.7581,57.2446,8.1778,11.1991,66.7507,1472.9918,0
2026-01-01 18:05:00,M01,cnc_lathe,3.6036,56.8766,8.1711,11.2291,66.4716,1468.8374,0
2026-01-01 18:10:00,M01,cnc_lathe,3.5763,57.531,8.2453,11.0751,65.9903,1462.3729,0
2026-01-01 18:15:00,M01,cnc_lathe,3.6844,56.8008,8.2199,11.0601,64.7426,1475.1951,0
2026-01-01 18:20:00,M01,cnc_lathe,3.7741,56.8987,8.2143,11.0949,66.8064,1468.4733,0
2026-01-01 18:25:00,M01,cnc_lathe,3.7662,56.9145,8.2176,11.2472,67.1779,1475.4446,0
2026-01-01 18:30:00,M01,cnc_lathe,3.5613,56.5372,8.2292,11.4802,66.8332,1468.5107,0
2026-01-01 18:35:00,M01,cnc_lathe,3.7043,56.8536,8.0058,11.2657,65.83,1466.1418,0
2026-01-01 18:40:00,M01,cnc_lathe,3.6751,56.4377,8.1393,11.0748,66.9854,1476.8592,0
2026-01-01 18:45:00,M01,cnc_lathe,3.9531,56.4171,7.9874,11.4477,67.1882,1476.2074,0
2026-01-01 18:50:00,M01,cnc_lathe,3.7777,56.9762,8.1575,11.4906,67.7529,1479.619,0
2026-01-01 18:55:00,M01,cnc_lathe,3.2767,56.0746,8.1466,11.4586,66.1281,1492.426,0
2026-01-01 19:00:00,M01,cnc_lathe,3.26,55.5355,8.2225,11.4955,66.6659,1477.0814,0
2026-01-01 19:05:00,M01,cnc_lathe,2.9743,56.8867,8.2252,11.3083,67.4338,1478.6374,0
2026-01-01 19:10:00,M01,cnc_lathe,2.9906,57.1598,8.1374,11.1901,67.0402,1465.9997,0
2026-01-01 19:15:00,M01,cnc_lathe,3.0093,56.0724,8.0717,11.2127,66.3099,1464.1584,0
2026-01-01 19:20:00,M01,cnc_lathe,3.0256,55.4851,8.1407,11.0668,67.4768,1486.92,0
2026-01-01 19:25:00,M01,cnc_lathe,2.6208,56.0053,8.0496,11.4459,67.6883,1466.6437,0
2026-01-01 19:30:00,M01,cnc_lathe,2.5228,55.967,8.0813,11.3833,67.4435,1465.4249,0
2026-01-01 19:35:00,M01,cnc_lathe,2.1973,55.9564,8.1496,11.3105,67.6361,1473.1795,0
2026-01-01 19:40:00,M01,cnc_lathe,2.4035,55.5914,8.0152,10.8028,67.4031,1472.4581,0
2026-01-01 19:45:00,M01,cnc_lathe,2.1892,56.1448,8.1132,11.1369,68.7219,1465.6186,0
2026-01-01 19:50:00,M01,cnc_lathe,2.2038,56.0891,8.0918,11.6,67.1605,1470.0301,0
2026-01-01 19:55:00,M01,cnc_lathe,2.1018,55.3489,7.95,11.2296,67.4842,1481.9087,0
2026-01-01 20:00:00,M01,cnc_lathe,2.1859,56.0859,8.093,11.4185,68.0077,1465.2027,0
2026-01-01 20:05:00,M01,cnc_lathe,1.9206,56.5318,8.0596,11.0495,68.7199,1460.0518,0
2026-01-01 20:10:00,M01,cnc_lathe,1.9662,55.8488,8.0006,11.5942,67.1609,1478.2667,0
2026-01-01 20:15:00,M01,cnc_lathe,2.5254,55.649,7.9203,11.254,67.3957,1474.1638,0
2026-01-01 20:20:00,M01,cnc_lathe,2.0502,55.6989,7.9015,11.3151,66.9894,1464.7361,0
