#### EXPORT DONNEES METEO POUR "NANTES" (LAT/LON: 47.218371/-1.553621)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2024-01-26,12,5,30,12,10,8,0.6,93,9,1038,49.125,12,11,6,176,113,113,0,2,9,météo défavorable,17:58:00,08:39:00,12
2024-01-27,11,4,17,4,8,8,0,86,10,1037,29.125,11,6,1,116,113,116,0,3,9,météo très défavorable,18:00:00,08:38:00,5
2024-01-28,12,7,17,7,11,10,0,81,10,1027,40.125,12,9,5,116,122,113,0,3,7,météo défavorable,18:01:00,08:37:00,7
2024-01-29,12,8,20,9,12,10,0,95,10,1026,62.75,12,10,6,116,122,119,0,4,5,météo défavorable,18:03:00,08:36:00,9
2024-01-30,12,7,7,7,11,10,0,91,9,1034,51,12,9,6,116,113,122,0,2,9,météo défavorable,18:04:00,08:35:00,9
2024-01-31,12,6,10,6,10,9,0,90,10,1035,36.5,12,8,4,119,113,113,0,2,10,météo défavorable,18:06:00,08:34:00,6
2024-02-01,13,9,12,10,13,12,0,96,7,1037,46.5,13,11,8,143,113,122,0,4,9,météo correcte,18:07:00,08:32:00,10
2024-02-02,13,6,8,6,10,11,0,91,10,1037,26,13,8,5,113,113,119,0,3,7,météo correcte,18:09:00,08:31:00,7
2024-02-03,13,8,7,9,12,10,0,88,10,1036,20.5,13,9,8,113,113,113,0,3,10,météo correcte,18:10:00,08:30:00,10
2024-02-04,12,6,9,7,11,9,0,92,10,1035,8.75,12,8,6,113,113,113,0,3,10,météo défavorable,18:12:00,08:28:00,8
2024-02-05,12,7,16,7,11,10,0,91,10,1032,18.25,12,9,6,113,113,119,0,3,9,météo défavorable,18:14:00,08:27:00,7
2024-02-06,12,10,27,10,12,11,0,83,10,1026,62.875,12,10,8,122,116,116,0,3,10,météo défavorable,18:15:00,08:26:00,10
2024-02-07,12,11,40,11,12,12,2.6,97,6.875,1018,94.875,12,12,8,176,266,266,0,3,1,météo défavorable,18:17:00,08:24:00,11
2024-02-08,12,11,43,11,11,11,7.1,94,6.5,1006,100,12,12,7,266,296,296,0,3,1,météo défavorable,18:18:00,08:23:00,12
2024-02-09,12,10,34,12,12,11,1.9,92,10,988,65.375,12,11,8,113,353,353,0,3,8,météo défavorable,18:20:00,08:21:00,12
2024-02-10,10,8,34,8,10,9,0.8,83,9,989,76.125,10,9,5,176,176,353,0,2,5,météo défavorable,18:21:00,08:20:00,9
2024-02-11,10,7,41,9,10,9,0.5,82,10,1006,61.25,10,7,4,176,116,116,0,2,7,météo défavorable,18:23:00,08:18:00,9
2024-02-12,11,8,16,8,11,9,0.3,82,10,1017,64.75,11,7,7,176,113,176,0,2,8,météo défavorable,18:24:00,08:17:00,8
2024-02-13,11,7,31,9,11,11,0.2,90,9,1019,98,11,10,6,176,122,176,0,2,1,météo défavorable,18:26:00,08:15:00,8
2024-02-14,14,11,27,11,14,12,0.1,94,10,1020,69.875,14,11,9,119,116,176,0,3,9,météo défavorable,18:27:00,08:14:00,12
2024-02-15,15,11,24,11,14,13,0,85,10,1016,48.125,15,10,9,116,116,116,0,3,9,météo correcte,18:29:00,08:12:00,12
2024-02-16,13,8,17,12,12,11,0,91,9,1028,44,13,11,7,122,113,116,0,3,10,météo correcte,18:31:00,08:10:00,12
2024-02-17,13,9,15,9,13,11,0,93,10,1034,50.125,13,9,8,122,116,119,0,4,7,météo correcte,18:32:00,08:09:00,9
2024-02-18,13,10,21,11,12,12,0.7,96,8,1034,67.125,13,12,9,122,266,116,0,4,3,météo défavorable,18:34:00,08:07:00,10
2024-02-19,12,7,19,7,11,11,0,92,10,1036,33.25,12,9,6,122,113,116,0,3,8,météo défavorable,18:35:00,08:05:00,8
2024-02-20,13,8,16,8,12,11,0,96,8,1035,44.75,13,10,7,143,113,116,0,3,8,météo correcte,18:37:00,08:04:00,9
2024-02-21,12,10,40,11,11,12,0.5,92,8,1027,85.625,12,11,8,176,176,176,0,4,1,météo défavorable,18:38:00,08:02:00,10
2024-02-22,13,7,53,12,12,8,5.5,95,8.75,1007,88.875,13,12,5,296,296,176,0,3,4,météo défavorable,18:40:00,08:00:00,12
2024-02-23,9,5,39,7,7,6,3.9,76,9.75,1002,76.75,9,3,2,353,176,353,0,2,2,météo défavorable,18:41:00,07:59:00,7
2024-02-24,10,4,34,5,8,9,1.6,78,9.75,1003,78.375,10,6,2,176,353,176,0,3,3,météo très défavorable,18:43:00,07:57:00,4
2024-02-25,12,8,30,8,12,10,5.1,98,8.875,1003,94.5,12,11,5,353,353,176,0,2,3,météo défavorable,18:44:00,07:55:00,8
2024-02-26,9,6,50,6,7,7,0.7,95,8.875,1011,93.375,9,7,0,122,266,176,0,2,1,météo défavorable,18:46:00,07:53:00,7
2024-02-27,10,5,33,6,9,9,0,79,10,1024,72.75,10,4,2,116,119,122,0,2,6,météo défavorable,18:47:00,07:51:00,6
2024-02-28,11,5,17,7,11,11,0.1,95,10,1025,95,11,11,5,122,176,176,0,3,1,météo défavorable,18:49:00,07:50:00,5
2024-02-29,11,6,45,11,11,7,0.7,90,9,1018,91.875,11,11,4,176,176,176,0,2,1,météo défavorable,18:50:00,07:48:00,11
2024-03-01,9,6,54,9,8,8,3.6,92,8.75,1012,81.25,9,8,4,302,353,176,0,2,6,météo défavorable,18:52:00,07:46:00,8
2024-03-02,10,4,19,6,8,8,0.9,88,9.75,1002,68.5,10,4,3,176,116,176,0,2,6,météo très défavorable,18:53:00,07:44:00,7
2024-03-03,9,4,22,5,8,8,0.5,86,9.75,1009,46.25,9,3,1,176,116,176,0,3,6,météo très défavorable,18:55:00,07:42:00,4
2024-03-04,10,4,36,5,8,9,2.2,91,9.875,1012,62.75,10,8,1,116,296,176,0,3,1,météo très défavorable,18:56:00,07:40:00,4
2024-03-05,10,5,25,6,9,9,1.1,87,9.875,1021,86.5,10,5,2,176,176,176,0,2,3,météo défavorable,18:58:00,07:38:00,6
2024-03-06,9,6,20,7,8,9,0.3,93,9,1022,94.5,9,7,5,176,176,176,0,2,1,météo défavorable,18:59:00,07:36:00,7
2024-03-07,11,4,31,4,9,11,0,87,10,1019,49.125,11,6,-0,116,122,113,0,3,8,météo très défavorable,19:01:00,07:34:00,6
2024-03-08,9,5,19,6,9,8,1.5,91,8.875,1006,85.75,9,7,2,119,176,266,0,2,1,météo défavorable,19:02:00,07:33:00,6
2024-03-09,11,6,35,8,11,9,3.2,92,8.875,992,73.5,11,7,4,353,353,353,0,2,5,météo défavorable,19:04:00,07:31:00,8
2024-03-10,12,4,18,4,10,11,0,91,10,1002,30.375,12,7,1,116,113,176,0,3,9,météo très défavorable,19:05:00,07:29:00,5
2024-03-11,12,5,23,6,12,11,0.2,93,10,1016,66.25,12,8,4,116,116,176,0,2,9,météo défavorable,19:07:00,07:27:00,8
2024-03-12,13,8,21,9,13,12,0,93,9,1019,87.75,13,11,7,122,176,176,0,3,3,météo défavorable,19:08:00,07:25:00,8
2024-03-13,13,9,18,10,13,12,0,94,9,1020,26.375,13,10,8,143,116,113,0,4,12,météo correcte,19:10:00,07:23:00,10
2024-03-14,14,9,23,10,14,13,0.1,93,10,1015,55.875,14,10,8,116,116,116,0,4,9,météo correcte,19:11:00,07:21:00,9
2024-03-15,13,11,30,12,13,12,0.3,92,10,1018,78.625,13,11,9,176,176,113,0,3,3,météo défavorable,19:13:00,07:19:00,12
2024-03-16,14,10,19,10,14,13,0,95,9,1023,81.625,14,12,9,143,122,122,0,3,3,météo défavorable,19:14:00,07:17:00,11
2024-03-17,14,12,16,12,14,13,0.4,94,7.75,1021,99.75,14,13,11,266,176,176,0,3,1,météo défavorable,19:15:00,07:15:00,12
2024-03-18,14,11,16,12,14,13,0,95,6.75,1020,54.75,14,11,11,143,176,116,0,3,11,météo correcte,19:17:00,07:13:00,11
2024-03-19,15,9,10,10,15,14,0,90,10,1018,21.375,15,10,9,113,113,113,0,3,12,météo correcte,19:18:00,07:11:00,10
2024-03-20,17,9,14,9,15,15,0,89,10,1021,58,17,12,8,122,119,176,0,4,8,météo correcte,19:20:00,07:09:00,10
2024-03-21,18,9,15,9,16,17,0,93,10,1027,10.25,18,13,7,113,113,113,0,4,12,météo favorable,19:21:00,07:07:00,9
2024-03-22,16,8,17,10,16,13,0.3,91,9,1026,17.125,16,11,9,113,113,113,0,4,12,météo correcte,19:23:00,07:05:00,10
2024-03-23,11,6,31,6,11,10,0.2,79,10,1026,32.125,11,5,2,113,176,116,0,3,7,météo défavorable,19:24:00,07:03:00,6
2024-03-24,11,6,22,7,11,10,0,84,10,1021,57.125,11,7,3,116,176,176,0,3,6,météo défavorable,19:25:00,07:00:00,7
2024-03-25,11,5,21,6,10,10,0,85,10,1012,54.5,11,6,2,116,116,119,0,2,11,météo défavorable,19:27:00,06:58:00,7
2024-03-26,10,7,10,8,9,9,0.9,82,10,991,91,10,6,6,176,353,176,0,2,1,météo défavorable,19:28:00,06:56:00,8
2024-03-27,11,6,37,9,10,9,6.5,90,9.625,988,76.25,11,8,4,176,176,302,0,3,4,météo défavorable,19:30:00,06:54:00,7
2024-03-28,11,6,57,7,10,10,1.7,77,9.875,992,82,11,6,2,176,176,176,0,2,7,météo défavorable,19:31:00,06:52:00,7
2024-03-29,11,7,36,9,11,11,1.6,85,10,995,90.875,11,8,6,176,353,176,0,2,5,météo défavorable,19:32:00,06:50:00,7
2024-03-30,12,7,24,7,12,11,1.8,84,10,995,83.875,12,8,7,116,176,353,0,2,1,météo défavorable,19:34:00,06:48:00,8
2024-03-31,11,6,25,6,10,11,1.9,93,9.875,994,63.875,11,9,3,119,353,113,0,2,7,météo défavorable,19:35:00,06:46:00,8
2024-04-01,12,9,41,9,12,11,2.5,87,9.375,1005,74.25,12,9,6,176,353,176,0,3,6,météo défavorable,20:36:00,07:45:00,9
2024-04-02,11,9,31,10,11,11,2.2,89,7.875,1011,76,11,9,6,113,353,266,0,3,1,météo défavorable,20:37:00,07:43:00,10
2024-04-03,13,11,38,11,13,13,1.1,94,8,1011,88,13,12,9,176,176,176,0,3,5,météo défavorable,20:39:00,07:41:00,11
2024-04-04,14,12,38,12,13,13,2.1,94,10,1013,93.625,14,13,9,353,176,176,0,3,3,météo défavorable,20:40:00,07:39:00,12
2024-04-05,15,12,41,13,13,15,2.5,93,7.875,1010,71.375,15,13,9,296,266,116,0,4,4,météo défavorable,20:42:00,07:37:00,14
2024-04-06,17,11,46,16,15,12,3.9,81,8.625,1013,59.25,17,11,12,113,122,266,0,4,6,météo correcte,20:43:00,07:35:00,17
2024-04-07,13,10,27,12,13,13,0.1,90,10,1015,45.875,13,12,10,116,176,116,0,3,13,météo correcte,20:45:00,07:33:00,12
2024-04-08,15,9,27,10,15,11,2.6,97,9.875,1011,59.875,15,12,7,119,119,176,0,4,7,météo correcte,20:46:00,07:31:00,9
2024-04-09,11,7,36,9,11,11,0.6,70,9.75,1028,70.25,11,6,5,176,176,176,0,2,6,météo défavorable,20:47:00,07:29:00,9
2024-04-10,13,7,19,7,13,11,0,87,10,1033,60.375,13,9,7,116,116,122,0,4,3,météo correcte,20:49:00,07:27:00,7
2024-04-11,15,10,16,11,15,14,0,94,10,1034,24.625,15,11,9,116,113,116,0,3,12,météo correcte,20:50:00,07:25:00,11
2024-04-12,18,9,8,9,17,18,0,85,10,1034,10.25,18,15,8,116,113,113,0,4,12,météo favorable,20:52:00,07:23:00,10
2024-04-13,18,12,17,13,18,15,0,95,9,1029,26.125,18,15,12,143,113,113,0,4,9,météo favorable,20:53:00,07:21:00,13
2024-04-14,17,9,17,9,15,16,0,95,10,1027,24.5,17,12,7,113,113,116,0,4,13,météo correcte,20:54:00,07:20:00,9
2024-04-15,13,7,38,7,13,13,0.3,86,10,1023,48,13,9,5,113,176,176,0,4,7,météo correcte,20:56:00,07:18:00,7
2024-04-16,11,6,22,7,10,11,0.3,75,10,1022,46.75,11,6,4,113,176,353,0,3,6,météo défavorable,20:57:00,07:16:00,7
2024-04-17,12,5,24,5,11,10,0.1,92,10,1021,38.25,12,6,2,113,176,116,0,3,7,météo très défavorable,20:59:00,07:14:00,5
2024-04-18,13,5,17,7,12,13,0.1,93,10,1026,38.875,13,6,4,176,113,116,0,3,13,météo correcte,21:00:00,07:12:00,7
2024-04-19,14,4,16,4,13,12,0,86,10,1027,24.875,14,8,4,113,113,176,0,3,11,météo correcte,21:01:00,07:10:00,5
2024-04-20,13,5,23,6,11,12,0,94,10,1028,12.5,13,8,2,113,113,113,0,3,14,météo correcte,21:03:00,07:08:00,7
2024-04-21,12,2,28,2,11,11,0,86,10,1029,26.375,12,4,-2,113,176,116,0,3,13,météo très défavorable,21:04:00,07:07:00,3
2024-04-22,12,2,21,2,11,11,0,92,10,1029,36.75,12,4,-2,113,116,116,0,3,10,météo très défavorable,21:06:00,07:05:00,3
2024-04-23,12,3,6,4,7,12,0.3,79,10,1026,73,12,6,2,122,176,176,0,2,4,météo très défavorable,21:07:00,07:03:00,3
2024-04-24,12,7,18,7,12,12,0.5,88,10,1023,71.5,12,9,5,116,176,353,0,2,8,météo défavorable,21:08:00,07:01:00,8
2024-04-25,12,5,15,5,12,12,0.1,85,10,1014,61,12,6,4,113,176,176,0,2,9,météo très défavorable,21:10:00,06:59:00,7
2024-04-26,13,9,22,9,13,12,0.5,84,10,1005,92.625,13,9,7,176,176,122,0,3,1,météo défavorable,21:11:00,06:58:00,9
2024-04-27,11,6,21,6,8,11,3.9,96,8,1002,79.25,11,9,3,263,266,176,0,3,1,météo défavorable,21:13:00,06:56:00,6
2024-04-28,14,7,22,8,13,12,0.8,84,9.25,1016,75.375,14,8,5,176,176,116,0,3,8,météo défavorable,21:14:00,06:54:00,7
2024-04-29,14,7,18,7,14,13,0,87,10,1018,10.125,14,8,7,113,113,113,0,4,15,météo correcte,21:15:00,06:53:00,8
2024-04-30,14,8,27,8,14,13,1,90,9,1016,50.875,14,10,5,113,116,266,0,4,7,météo correcte,21:17:00,06:51:00,8
2024-05-01,13,9,17,9,13,12,0.6,88,8,1010,91.375,13,8,7,176,176,176,0,3,3,météo défavorable,21:18:00,06:49:00,9
2024-05-02,14,9,31,9,14,13,0.4,85,10,1013,61.125,14,8,6,113,176,116,0,3,8,météo correcte,21:19:00,06:48:00,9
2024-05-03,14,9,23,9,14,13,1.3,85,9.25,1013,71,14,8,7,353,353,176,0,3,4,météo défavorable,21:21:00,06:46:00,9
2024-05-04,14,9,23,9,10,14,0.7,91,10,1013,86,14,13,7,176,176,353,0,3,4,météo défavorable,21:22:00,06:45:00,9
2024-05-05,14,11,26,12,14,12,2.1,95,8.875,1010,87.875,14,13,11,122,353,122,0,3,1,météo défavorable,21:24:00,06:43:00,13
2024-05-06,14,10,35,11,13,13,2.8,87,9.875,1013,78.375,14,11,8,353,353,176,0,3,6,météo défavorable,21:25:00,06:42:00,10
2024-05-07,18,9,15,11,16,18,0.8,94,10,1024,60.125,18,13,9,176,353,176,0,4,7,météo correcte,21:26:00,06:40:00,9
2024-05-08,19,8,16,8,17,18,0,91,10,1028,10.25,19,13,6,113,113,116,0,4,15,météo favorable,21:28:00,06:39:00,9
2024-05-09,19,10,19,10,18,18,0,95,10,1027,16.75,19,14,8,113,113,116,0,4,15,météo favorable,21:29:00,06:37:00,11
2024-05-10,21,11,19,11,19,21,0,93,10,1022,12,24,16,9,113,113,113,0,5,14,météo favorable,21:30:00,06:36:00,12
2024-05-11,23,12,17,12,21,21,0,95,10,1018,10.25,25,16,10,113,113,116,0,5,15,météo favorable,21:31:00,06:35:00,13
2024-05-12,16,13,14,15,16,16,3.6,97,9.875,1014,70.375,16,15,14,353,353,176,0,5,6,météo défavorable,21:33:00,06:33:00,15
2024-05-13,15,13,32,14,14,14,3.8,97,7.25,1013,83.875,15,14,12,176,353,266,0,4,2,météo défavorable,21:34:00,06:32:00,13
2024-05-14,15,13,36,13,15,14,1.3,81,9,1004,86.25,15,11,11,176,353,353,0,3,3,météo défavorable,21:35:00,06:31:00,13
2024-05-15,15,12,32,12,15,14,3.8,92,8.375,1005,84.875,15,12,10,353,353,353,0,3,4,météo défavorable,21:37:00,06:29:00,13
2024-05-16,15,11,30,12,15,14,1.8,88,9,1006,88.625,15,12,10,353,353,353,0,3,5,météo défavorable,21:38:00,06:28:00,11
2024-05-17,16,11,24,11,16,15,1.7,93,9.75,1011,77.625,16,12,10,353,176,176,0,3,3,météo défavorable,21:39:00,06:27:00,11
2024-05-18,18,10,11,10,17,17,0.5,93,9.375,1013,36.5,18,13,8,113,353,176,0,4,9,météo correcte,21:40:00,06:26:00,10
2024-05-19,19,10,13,10,18,18,1.8,95,7.875,1014,48.5,19,14,9,143,176,176,0,4,12,météo favorable,21:41:00,06:25:00,10
2024-05-20,18,11,18,11,18,17,5.1,93,9,1011,68.875,18,14,10,119,353,353,0,3,4,météo défavorable,21:43:00,06:24:00,12
2024-05-21,17,11,19,12,17,17,1.8,96,6.75,1012,71.875,17,13,12,143,353,176,0,3,14,météo défavorable,21:44:00,06:23:00,11
2024-05-22,17,11,20,11,17,16,0.6,94,9.875,1017,59.5,17,12,10,176,176,116,0,4,8,météo correcte,21:45:00,06:22:00,12
2024-05-23,17,11,20,11,16,16,1.6,89,9.75,1020,56.625,17,12,10,176,353,353,0,4,9,météo correcte,21:46:00,06:21:00,11
2024-05-24,17,10,11,10,16,16,0.1,85,10,1019,63.125,17,11,8,119,176,176,0,3,9,météo correcte,21:47:00,06:20:00,11
2024-05-25,18,10,21,11,18,17,0,90,10,1020,59.25,18,13,9,119,119,116,0,4,8,météo correcte,21:48:00,06:19:00,10
2024-05-26,17,12,27,14,17,16,0.7,86,9.875,1020,64,17,12,12,353,176,176,0,3,8,météo correcte,21:49:00,06:18:00,14
2024-05-27,15,11,24,12,15,15,0.8,79,10,1022,74,15,11,11,176,176,353,0,3,10,météo défavorable,21:50:00,06:17:00,12
2024-05-28,17,14,27,14,17,16,0.1,89,10,1022,80.125,17,13,13,176,176,119,0,4,7,météo défavorable,21:51:00,06:16:00,14
2024-05-29,17,15,23,15,17,16,0.9,95,9,1018,92.625,17,16,15,176,353,176,0,4,1,météo défavorable,21:52:00,06:16:00,15
2024-05-30,19,10,26,11,18,17,0.1,93,10,1018,27.5,19,11,9,113,176,113,0,4,12,météo favorable,21:53:00,06:15:00,11
2024-05-31,18,10,14,10,17,18,1.3,95,8.875,1021,45.375,18,13,8,143,353,176,0,4,11,météo correcte,21:54:00,06:14:00,10
2024-06-01,18,11,22,11,17,18,0,95,10,1025,59.875,18,13,9,116,176,176,0,4,6,météo correcte,21:55:00,06:14:00,11
2024-06-02,20,10,22,11,18,19,0,95,10,1026,33.125,20,14,9,113,116,176,0,5,12,météo favorable,21:56:00,06:13:00,11
2024-06-03,21,9,14,9,19,18,0,90,10,1025,37.75,21,14,7,113,176,176,0,5,10,météo favorable,21:57:00,06:13:00,9
2024-06-04,19,11,17,12,19,18,0,94,8,1020,33.25,19,14,11,143,176,113,0,5,14,météo favorable,21:57:00,06:12:00,12
2024-06-05,18,11,12,12,17,18,0,93,9,1018,38.625,18,13,11,116,116,176,0,4,12,météo favorable,21:58:00,06:12:00,12
2024-06-06,19,9,16,9,17,19,0,78,10,1020,32.125,19,11,6,116,113,119,0,4,13,météo favorable,21:59:00,06:11:00,9
2024-06-07,20,8,16,8,17,20,0,90,10,1022,20,20,12,6,113,122,113,0,4,11,météo correcte,22:00:00,06:11:00,9
2024-06-08,19,9,20,9,18,18,0,85,10,1019,17.375,19,13,7,113,113,116,0,4,14,météo favorable,22:00:00,06:11:00,9
2024-06-09,20,9,22,9,18,19,0,91,10,1016,12.25,20,11,7,113,113,116,0,4,16,météo favorable,22:01:00,06:10:00,10
2024-06-10,17,9,20,9,16,15,0.3,92,10,1016,53.875,17,13,8,113,176,353,0,4,6,météo correcte,22:02:00,06:10:00,9
2024-06-11,17,7,17,8,17,17,0,91,10,1022,38,17,9,5,113,176,113,0,4,11,météo correcte,22:02:00,06:10:00,8
2024-06-12,16,7,12,7,16,16,0,90,10,1023,27.75,16,9,5,113,176,116,0,4,11,météo correcte,22:03:00,06:10:00,7
2024-06-13,16,9,25,10,16,14,0.4,88,8,1022,62.375,16,12,8,113,176,176,0,4,6,météo correcte,22:03:00,06:10:00,9
2024-06-14,18,13,33,14,18,17,0.9,92,9.875,1010,78.875,18,15,13,176,176,176,0,4,12,météo défavorable,22:04:00,06:09:00,14
2024-06-15,16,13,36,14,15,16,1.3,76,9.625,1011,74.625,16,12,11,176,176,176,0,3,7,météo défavorable,22:04:00,06:09:00,13
2024-06-16,18,14,24,14,17,17,6.4,92,8.625,1011,64.625,18,15,13,119,353,116,0,4,10,météo correcte,22:05:00,06:09:00,14
2024-06-17,19,14,18,15,18,19,0.9,94,7,1012,67.875,19,16,15,143,353,116,0,4,13,météo défavorable,22:05:00,06:09:00,14
2024-06-18,21,15,17,16,20,19,1.4,98,9,1014,71.375,21,18,16,353,176,116,0,4,5,météo défavorable,22:05:00,06:10:00,15
2024-06-19,19,14,21,14,15,19,1,97,9.75,1016,84.625,19,16,12,200,176,176,0,4,3,météo défavorable,22:06:00,06:10:00,14
2024-06-20,20,14,19,15,20,18,1.4,99,8.625,1017,85.125,20,17,13,122,353,176,0,4,5,météo défavorable,22:06:00,06:10:00,14
2024-06-21,19,13,26,13,19,17,0,94,7,1019,47.875,19,15,13,143,176,119,0,4,15,météo favorable,22:06:00,06:10:00,14
2024-06-22,18,15,25,15,16,17,0.6,92,9,1020,72.75,18,14,14,176,176,116,0,4,6,météo défavorable,22:06:00,06:10:00,16
2024-06-23,21,12,8,12,19,21,0,93,10,1021,35.875,21,14,12,116,176,113,0,5,12,météo favorable,22:06:00,06:11:00,13
2024-06-24,24,14,12,14,22,24,0,92,10,1020,11.125,26,16,14,113,113,116,0,5,16,météo favorable,22:06:00,06:11:00,14
2024-06-25,25,16,16,16,24,24,0,92,10,1015,40.875,26,19,16,116,116,176,0,6,13,météo favorable,22:06:00,06:11:00,16
2024-06-26,25,18,13,18,25,23,0,93,10,1012,62.25,27,19,18,116,176,116,0,5,12,météo correcte,22:06:00,06:12:00,18
2024-06-27,22,15,19,17,21,20,0,91,10,1016,7.625,25,17,17,113,113,113,0,5,16,météo favorable,22:06:00,06:12:00,18
